OrderID,CustomerID,ProductID,Quantity,Date and time of purchase,Delivery time,Delivery Status
3531,216,10,5,30-01-2024 23:54,04-02-2024 23:54,Delivered
3532,23,19,4,03-11-2024 16:54,,Cancelled
3533,424,17,2,29-10-2024 15:57,31-10-2024 15:57,Delivered
3534,330,9,3,06-06-2024 09:50,09-06-2024 09:50,Delivered
3535,111,39,1,03-09-2024 15:27,08-09-2024 15:27,Delivered
3536,249,49,3,15-03-2024 04:37,22-03-2024 04:37,Delivered
3537,146,35,5,23-10-2024 10:33,26-10-2024 10:33,Delivered
3538,321,70,3,10-04-2024 20:04,15-04-2024 20:04,Delivered
3539,275,78,5,27-05-2024 16:11,03-06-2024 16:11,Delivered
3540,75,74,1,01-05-2024 04:19,05-05-2024 04:19,Delivered
3541,376,15,4,25-01-2024 03:29,30-01-2024 03:29,Delivered
3542,433,38,1,25-09-2024 06:46,,Cancelled
3543,137,34,3,23-07-2024 09:03,28-07-2024 09:03,Delivered
3544,417,34,1,18-09-2024 12:33,,Cancelled
3545,234,61,3,06-07-2024 23:02,,Cancelled
3546,281,29,1,10-01-2024 17:55,17-01-2024 17:55,Delivered
3547,437,14,5,06-03-2024 01:32,13-03-2024 01:32,Delivered
3548,449,33,2,05-03-2024 16:40,,Cancelled
3549,203,57,2,28-06-2024 05:51,03-07-2024 05:51,Delivered
3550,100,25,5,18-07-2024 11:29,,Cancelled
3551,413,42,1,01-11-2024 17:21,08-11-2024 17:21,Delivered
3552,429,45,1,19-07-2024 05:56,,Cancelled
3553,392,46,1,22-06-2024 15:42,,Cancelled
3554,380,45,1,08-07-2024 01:00,12-07-2024 01:00,Delivered
3555,432,47,4,21-09-2024 13:40,27-09-2024 13:40,Delivered
3556,11,59,5,15-08-2024 09:38,21-08-2024 09:38,Delivered
3557,433,44,5,23-09-2024 11:46,,Cancelled
3558,233,36,2,14-05-2024 00:48,19-05-2024 00:48,Delivered
3559,97,61,3,04-03-2024 09:09,,Cancelled
3560,87,45,5,10-04-2024 05:40,15-04-2024 05:40,Delivered
3561,89,42,2,11-04-2024 19:31,14-04-2024 19:31,Delivered
3562,324,41,1,08-08-2024 23:30,10-08-2024 23:30,Delivered
3563,26,29,3,13-04-2024 03:12,18-04-2024 03:12,Delivered
3564,210,44,2,09-02-2024 23:48,13-02-2024 23:48,Delivered
3565,454,9,5,14-01-2024 11:41,,Cancelled
3566,132,25,2,26-07-2024 01:48,,Cancelled
3567,166,10,2,05-05-2024 13:30,09-05-2024 13:30,Delivered
3568,390,31,3,12-04-2024 13:52,,Cancelled
3569,193,49,4,18-01-2024 09:29,,Cancelled
3570,340,60,5,25-06-2024 19:53,02-07-2024 19:53,Delivered
3571,385,57,1,09-10-2024 07:21,,Cancelled
3572,297,43,1,21-02-2024 14:03,25-02-2024 14:03,Delivered
3573,85,12,2,02-01-2024 14:06,,Cancelled
3574,30,11,4,25-06-2024 12:16,28-06-2024 12:16,Delivered
3575,370,14,3,05-08-2024 22:50,,Cancelled
3576,386,76,5,07-07-2024 11:06,13-07-2024 11:06,Delivered
3577,142,16,3,26-05-2024 15:06,02-06-2024 15:06,Delivered
3578,4,35,3,27-05-2024 02:05,31-05-2024 02:05,Delivered
3579,316,34,3,08-09-2024 02:52,11-09-2024 02:52,Delivered
3580,169,1,3,06-08-2024 00:12,,Cancelled
3581,177,21,1,18-07-2024 10:16,,Cancelled
3582,322,1,1,21-09-2024 00:19,27-09-2024 00:19,Delivered
3583,308,71,4,29-06-2024 12:59,,Cancelled
3584,247,33,2,10-01-2024 02:35,,Cancelled
3585,187,69,2,10-09-2024 02:15,15-09-2024 02:15,Delivered
3586,41,43,3,22-10-2024 20:19,26-10-2024 20:19,Delivered
3587,283,30,1,28-08-2024 15:09,01-09-2024 15:09,Delivered
3588,345,10,4,29-06-2024 05:03,03-07-2024 05:03,Delivered
3589,175,50,3,12-06-2024 15:57,,Cancelled
3590,374,24,1,27-08-2024 23:13,,Cancelled
3591,319,73,5,28-01-2024 04:36,,Cancelled
3592,433,17,5,19-08-2024 20:14,,Cancelled
3593,310,28,3,10-05-2024 12:08,12-05-2024 12:08,Delivered
3594,329,46,5,02-04-2024 18:54,04-04-2024 18:54,Delivered
3595,299,6,4,31-03-2024 08:22,06-04-2024 08:22,Delivered
3596,20,78,3,15-10-2024 06:35,17-10-2024 06:35,Delivered
3597,447,7,1,21-02-2024 21:28,24-02-2024 21:28,Delivered
3598,322,65,2,17-09-2024 13:26,,Cancelled
3599,116,51,3,25-01-2024 05:59,,Cancelled
3600,201,29,3,01-06-2024 09:53,,Cancelled
3601,178,6,3,05-03-2024 07:43,,Cancelled
3602,235,66,5,04-04-2024 20:56,,Cancelled
3603,431,77,5,22-04-2024 05:31,29-04-2024 05:31,Delivered
3604,347,42,5,20-08-2024 20:57,24-08-2024 20:57,Delivered
3605,213,54,5,05-01-2024 13:31,09-01-2024 13:31,Delivered
3606,462,54,2,11-08-2024 08:45,,Cancelled
3607,317,79,1,22-05-2024 03:42,24-05-2024 03:42,Delivered
3608,164,79,3,14-02-2024 16:11,,Cancelled
3609,459,47,3,04-09-2024 03:48,10-09-2024 03:48,Delivered
3610,36,32,3,19-06-2024 14:31,26-06-2024 14:31,Delivered
3611,9,56,1,23-09-2024 23:22,28-09-2024 23:22,Delivered
3612,303,78,2,14-03-2024 15:30,,Cancelled
3613,72,48,1,17-09-2024 03:55,,Cancelled
3614,51,66,4,30-01-2024 21:50,01-02-2024 21:50,Delivered
3615,418,15,1,19-02-2024 01:19,22-02-2024 01:19,Delivered
3616,407,22,2,15-04-2024 11:57,18-04-2024 11:57,Delivered
3617,358,28,2,11-08-2024 11:07,17-08-2024 11:07,Delivered
3618,195,53,3,16-06-2024 21:43,22-06-2024 21:43,Delivered
3619,289,59,2,14-05-2024 08:37,18-05-2024 08:37,Delivered
3620,281,72,2,06-03-2024 12:17,11-03-2024 12:17,Delivered
3621,460,37,3,05-04-2024 16:28,12-04-2024 16:28,Delivered
3622,263,47,3,28-10-2024 15:09,03-11-2024 15:09,Delivered
3623,216,16,1,02-09-2024 11:01,04-09-2024 11:01,Delivered
3624,286,9,4,27-05-2024 18:36,03-06-2024 18:36,Delivered
3625,168,33,3,09-10-2024 09:25,12-10-2024 09:25,Delivered
3626,448,13,3,11-07-2024 08:32,,Cancelled
3627,237,74,4,01-08-2024 03:26,04-08-2024 03:26,Delivered
3628,231,33,4,03-09-2024 19:56,,Cancelled
3629,247,3,5,17-01-2024 12:44,24-01-2024 12:44,Delivered
3630,281,12,1,21-03-2024 10:55,24-03-2024 10:55,Delivered
3631,136,51,2,14-06-2024 22:12,20-06-2024 22:12,Delivered
3632,416,11,1,25-10-2024 13:36,,Cancelled
3633,189,47,3,18-02-2024 04:29,24-02-2024 04:29,Delivered
3634,201,62,2,25-03-2024 01:51,28-03-2024 01:51,Delivered
3635,180,20,5,07-10-2024 04:27,13-10-2024 04:27,Delivered
3636,172,70,1,02-05-2024 06:48,09-05-2024 06:48,Delivered
3637,256,15,4,02-01-2024 13:53,05-01-2024 13:53,Delivered
3638,391,44,4,16-08-2024 14:04,,Cancelled
3639,337,10,2,25-07-2024 10:10,28-07-2024 10:10,Delivered
3640,15,6,2,06-07-2024 08:15,11-07-2024 08:15,Delivered
3641,121,72,1,09-01-2024 01:37,,Cancelled
3642,323,61,5,13-02-2024 12:10,20-02-2024 12:10,Delivered
3643,272,56,1,20-07-2024 06:06,23-07-2024 06:06,Delivered
3644,130,61,4,20-05-2024 21:31,24-05-2024 21:31,Delivered
3645,270,26,5,11-05-2024 13:54,16-05-2024 13:54,Delivered
3646,330,73,3,17-08-2024 10:45,21-08-2024 10:45,Delivered
3647,462,11,5,26-02-2024 12:22,01-03-2024 12:22,Delivered
3648,345,66,4,03-11-2024 20:30,06-11-2024 20:30,Delivered
3649,301,16,5,06-02-2024 14:01,,Cancelled
3650,418,57,1,07-09-2024 20:12,09-09-2024 20:12,Delivered
3651,23,51,1,11-08-2024 08:10,18-08-2024 08:10,Delivered
3652,157,30,2,18-06-2024 01:40,24-06-2024 01:40,Delivered
3653,416,20,2,28-09-2024 13:47,05-10-2024 13:47,Delivered
3654,175,72,5,09-06-2024 05:57,,Cancelled
3655,152,69,3,30-10-2024 05:10,01-11-2024 05:10,Delivered
3656,440,34,4,18-03-2024 18:39,23-03-2024 18:39,Delivered
3657,453,9,4,20-03-2024 17:25,,Cancelled
3658,147,79,1,27-09-2024 11:20,02-10-2024 11:20,Delivered
3659,325,1,1,02-02-2024 22:22,08-02-2024 22:22,Delivered
3660,337,41,4,01-02-2024 22:51,08-02-2024 22:51,Delivered
3661,257,75,4,24-02-2024 15:10,,Cancelled
3662,169,34,2,23-05-2024 11:44,,Cancelled
3663,29,12,3,05-09-2024 23:25,,Cancelled
3664,457,35,3,26-04-2024 09:14,01-05-2024 09:14,Delivered
3665,80,34,4,02-03-2024 19:14,05-03-2024 19:14,Delivered
3666,390,44,1,26-06-2024 10:45,03-07-2024 10:45,Delivered
3667,120,52,5,19-07-2024 12:10,25-07-2024 12:10,Delivered
3668,430,53,5,20-01-2024 07:37,,Cancelled
3669,52,48,3,20-02-2024 08:17,27-02-2024 08:17,Delivered
3670,443,50,1,14-06-2024 08:08,16-06-2024 08:08,Delivered
3671,53,79,2,12-10-2024 23:02,15-10-2024 23:02,Delivered
3672,417,58,4,12-04-2024 00:34,19-04-2024 00:34,Delivered
3673,337,8,3,02-10-2024 20:43,,Cancelled
3674,364,13,1,09-02-2024 08:41,,Cancelled
3675,80,62,4,13-10-2024 02:44,,Cancelled
3676,251,11,1,13-09-2024 20:14,18-09-2024 20:14,Delivered
3677,242,75,2,12-03-2024 13:14,19-03-2024 13:14,Delivered
3678,81,70,4,27-10-2024 10:50,03-11-2024 10:50,Delivered
3679,383,26,1,18-06-2024 05:39,20-06-2024 05:39,Delivered
3680,367,30,1,27-06-2024 13:44,03-07-2024 13:44,Delivered
3681,156,46,2,23-07-2024 21:07,29-07-2024 21:07,Delivered
3682,386,7,2,08-07-2024 01:07,15-07-2024 01:07,Delivered
3683,460,52,4,21-06-2024 22:25,28-06-2024 22:25,Delivered
3684,30,19,3,21-07-2024 21:09,25-07-2024 21:09,Delivered
3685,306,12,5,22-10-2024 13:28,,Cancelled
3686,7,47,3,06-01-2024 22:25,13-01-2024 22:25,Delivered
3687,416,53,5,27-03-2024 20:03,,Cancelled
3688,145,23,1,05-04-2024 19:04,09-04-2024 19:04,Delivered
3689,371,19,1,17-03-2024 17:07,,Cancelled
3690,155,61,5,05-02-2024 13:35,08-02-2024 13:35,Delivered
3691,258,39,3,07-02-2024 11:07,,Cancelled
3692,311,63,2,13-05-2024 18:59,15-05-2024 18:59,Delivered
3693,81,52,3,23-04-2024 20:37,,Cancelled
3694,103,49,1,19-07-2024 07:09,23-07-2024 07:09,Delivered
3695,238,72,2,11-05-2024 12:08,13-05-2024 12:08,Delivered
3696,291,79,3,20-06-2024 20:20,,Cancelled
3697,208,9,1,23-03-2024 19:46,30-03-2024 19:46,Delivered
3698,298,63,4,21-07-2024 03:56,25-07-2024 03:56,Delivered
3699,241,10,5,07-07-2024 16:22,14-07-2024 16:22,Delivered
3700,440,70,4,08-09-2024 06:21,10-09-2024 06:21,Delivered
3701,354,63,1,09-07-2024 06:01,,Cancelled
3702,260,80,4,20-04-2024 15:38,,Cancelled
3703,390,54,2,31-03-2024 13:54,03-04-2024 13:54,Delivered
3704,250,46,5,10-05-2024 15:09,17-05-2024 15:09,Delivered
3705,348,69,4,02-03-2024 17:35,04-03-2024 17:35,Delivered
3706,314,66,1,14-09-2024 18:29,18-09-2024 18:29,Delivered
3707,291,32,5,07-03-2024 02:11,09-03-2024 02:11,Delivered
3708,172,46,3,28-01-2024 12:49,30-01-2024 12:49,Delivered
3709,182,49,5,30-08-2024 03:58,05-09-2024 03:58,Delivered
3710,244,66,5,18-08-2024 03:06,,Cancelled
3711,455,44,1,23-01-2024 12:43,,Cancelled
3712,409,37,4,31-08-2024 21:14,,Cancelled
3713,405,69,4,19-02-2024 05:54,21-02-2024 05:54,Delivered
3714,365,13,4,02-01-2024 04:52,06-01-2024 04:52,Delivered
3715,153,6,2,03-02-2024 10:15,,Cancelled
3716,215,6,4,19-05-2024 21:09,24-05-2024 21:09,Delivered
3717,274,6,3,08-01-2024 11:49,,Cancelled
3718,350,64,5,29-08-2024 12:08,02-09-2024 12:08,Delivered
3719,44,2,1,12-07-2024 06:34,15-07-2024 06:34,Delivered
3720,249,60,5,03-07-2024 07:22,10-07-2024 07:22,Delivered
3721,228,30,2,09-01-2024 00:28,,Cancelled
3722,131,79,4,30-08-2024 11:35,,Cancelled
3723,380,46,5,13-01-2024 12:44,19-01-2024 12:44,Delivered
3724,24,61,4,20-05-2024 16:43,23-05-2024 16:43,Delivered
3725,442,26,5,29-06-2024 23:30,05-07-2024 23:30,Delivered
3726,280,7,3,31-10-2024 04:03,,Cancelled
3727,191,40,3,17-07-2024 12:39,,Cancelled
3728,110,71,4,07-07-2024 16:25,,Cancelled
3729,144,7,5,03-10-2024 11:29,09-10-2024 11:29,Delivered
3730,132,49,1,14-07-2024 06:23,17-07-2024 06:23,Delivered
3731,71,32,2,13-09-2024 12:39,19-09-2024 12:39,Delivered
3732,250,73,4,28-08-2024 08:59,,Cancelled
3733,334,64,2,17-05-2024 17:45,,Cancelled
3734,123,11,4,22-02-2024 00:34,,Cancelled
3735,275,2,3,10-03-2024 23:29,16-03-2024 23:29,Delivered
3736,409,67,2,20-04-2024 19:10,26-04-2024 19:10,Delivered
3737,273,29,2,13-08-2024 04:39,19-08-2024 04:39,Delivered
3738,446,58,5,16-08-2024 18:21,18-08-2024 18:21,Delivered
3739,37,74,4,02-02-2024 23:53,06-02-2024 23:53,Delivered
3740,97,22,1,14-07-2024 16:17,17-07-2024 16:17,Delivered
3741,101,24,1,07-05-2024 09:45,,Cancelled
3742,401,70,1,28-08-2024 06:35,04-09-2024 06:35,Delivered
3743,219,16,5,28-07-2024 11:46,30-07-2024 11:46,Delivered
3744,237,8,2,26-09-2024 11:46,02-10-2024 11:46,Delivered
3745,38,49,1,14-03-2024 00:26,21-03-2024 00:26,Delivered
3746,14,23,5,30-04-2024 19:08,06-05-2024 19:08,Delivered
3747,256,54,4,08-06-2024 23:05,,Cancelled
3748,7,48,5,25-03-2024 17:12,,Cancelled
3749,281,23,3,05-07-2024 10:23,,Cancelled
3750,419,3,2,07-01-2024 04:33,,Cancelled
3751,188,49,5,04-07-2024 06:12,,Cancelled
3752,427,76,2,04-05-2024 16:07,08-05-2024 16:07,Delivered
3753,13,14,1,12-06-2024 06:16,16-06-2024 06:16,Delivered
3754,132,73,4,21-01-2024 13:33,24-01-2024 13:33,Delivered
3755,40,30,5,07-07-2024 01:00,12-07-2024 01:00,Delivered
3756,321,61,4,26-03-2024 09:20,01-04-2024 09:20,Delivered
3757,447,61,1,12-10-2024 06:13,18-10-2024 06:13,Delivered
3758,72,54,5,01-07-2024 16:16,,Cancelled
3759,317,28,3,18-09-2024 22:24,,Cancelled
3760,353,59,1,14-06-2024 20:24,19-06-2024 20:24,Delivered
3761,170,16,3,27-02-2024 04:46,,Cancelled
3762,290,11,4,04-04-2024 01:00,11-04-2024 01:00,Delivered
3763,302,15,1,15-07-2024 20:02,21-07-2024 20:02,Delivered
3764,11,75,2,13-09-2024 19:46,,Cancelled
3765,443,8,5,21-09-2024 20:07,27-09-2024 20:07,Delivered
3766,246,78,1,02-01-2024 07:58,07-01-2024 07:58,Delivered
3767,94,26,2,06-02-2024 14:39,10-02-2024 14:39,Delivered
3768,116,60,1,14-06-2024 18:22,20-06-2024 18:22,Delivered
3769,214,17,5,02-01-2024 11:03,09-01-2024 11:03,Delivered
3770,55,34,5,20-09-2024 22:16,,Cancelled
3771,454,12,5,21-01-2024 06:54,26-01-2024 06:54,Delivered
3772,357,49,2,25-06-2024 20:31,,Cancelled
3773,275,29,3,17-09-2024 20:27,,Cancelled
3774,39,38,4,23-01-2024 11:08,,Cancelled
3775,254,31,4,29-01-2024 05:25,31-01-2024 05:25,Delivered
3776,408,16,5,25-04-2024 22:12,02-05-2024 22:12,Delivered
3777,101,2,3,27-04-2024 06:45,30-04-2024 06:45,Delivered
3778,44,31,5,02-02-2024 03:49,,Cancelled
3779,368,39,3,20-02-2024 10:48,25-02-2024 10:48,Delivered
3780,95,58,1,16-03-2024 20:13,21-03-2024 20:13,Delivered
3781,439,11,2,05-07-2024 01:49,,Cancelled
3782,368,36,3,12-02-2024 17:13,,Cancelled
3783,320,26,1,23-03-2024 12:56,25-03-2024 12:56,Delivered
3784,165,42,5,04-01-2024 15:33,10-01-2024 15:33,Delivered
3785,413,31,3,09-03-2024 12:48,14-03-2024 12:48,Delivered
3786,231,75,2,29-01-2024 21:51,01-02-2024 21:51,Delivered
3787,304,18,5,29-03-2024 09:17,31-03-2024 09:17,Delivered
3788,114,64,5,29-03-2024 00:45,02-04-2024 00:45,Delivered
3789,428,55,4,16-03-2024 06:51,,Cancelled
3790,358,73,2,28-01-2024 23:30,,Cancelled
3791,406,40,4,12-08-2024 16:01,,Cancelled
3792,82,59,3,23-06-2024 04:47,25-06-2024 04:47,Delivered
3793,20,21,4,01-01-2024 08:48,03-01-2024 08:48,Delivered
3794,204,66,4,16-05-2024 08:06,22-05-2024 08:06,Delivered
3795,30,53,1,01-03-2024 20:10,,Cancelled
3796,19,30,1,16-03-2024 07:29,,Cancelled
3797,350,25,4,19-06-2024 03:52,23-06-2024 03:52,Delivered
3798,359,35,3,09-06-2024 16:44,16-06-2024 16:44,Delivered
3799,259,21,5,08-05-2024 12:08,13-05-2024 12:08,Delivered
3800,173,64,1,18-02-2024 13:20,20-02-2024 13:20,Delivered
3801,141,77,4,29-08-2024 19:34,,Cancelled
3802,384,50,5,29-08-2024 11:19,01-09-2024 11:19,Delivered
3803,29,38,1,13-03-2024 23:29,18-03-2024 23:29,Delivered
3804,43,29,4,26-05-2024 06:51,31-05-2024 06:51,Delivered
3805,292,55,5,02-09-2024 15:00,04-09-2024 15:00,Delivered
3806,286,40,5,30-07-2024 08:22,01-08-2024 08:22,Delivered
3807,448,10,4,01-11-2024 02:39,06-11-2024 02:39,Delivered
3808,243,42,5,26-04-2024 05:24,,Cancelled
3809,248,21,1,11-10-2024 09:05,,Cancelled
3810,357,46,3,01-05-2024 10:52,06-05-2024 10:52,Delivered
3811,64,78,3,12-02-2024 07:53,17-02-2024 07:53,Delivered
3812,207,33,3,02-11-2024 18:12,08-11-2024 18:12,Delivered
3813,372,2,4,26-05-2024 03:00,01-06-2024 03:00,Delivered
3814,436,5,2,23-05-2024 02:53,,Cancelled
3815,156,62,3,02-09-2024 14:52,08-09-2024 14:52,Delivered
3816,278,60,5,10-03-2024 22:50,,Cancelled
3817,60,78,5,28-08-2024 13:17,03-09-2024 13:17,Delivered
3818,221,39,2,27-10-2024 14:52,03-11-2024 14:52,Delivered
3819,434,58,2,25-05-2024 05:16,01-06-2024 05:16,Delivered
3820,439,15,3,19-03-2024 02:48,22-03-2024 02:48,Delivered
3821,418,15,3,16-09-2024 14:20,21-09-2024 14:20,Delivered
3822,242,11,1,23-02-2024 11:41,29-02-2024 11:41,Delivered
3823,377,1,1,19-04-2024 06:35,22-04-2024 06:35,Delivered
3824,289,35,1,12-07-2024 05:58,16-07-2024 05:58,Delivered
3825,65,64,4,26-07-2024 03:10,,Cancelled
3826,307,13,5,27-03-2024 13:36,,Cancelled
3827,419,65,1,05-03-2024 04:33,08-03-2024 04:33,Delivered
3828,285,79,3,25-01-2024 10:01,31-01-2024 10:01,Delivered
3829,352,7,1,14-06-2024 01:37,,Cancelled
3830,318,52,4,04-04-2024 01:49,,Cancelled
3831,202,47,4,06-07-2024 08:37,08-07-2024 08:37,Delivered
3832,72,72,4,29-09-2024 13:49,05-10-2024 13:49,Delivered
3833,180,29,4,14-10-2024 13:58,18-10-2024 13:58,Delivered
3834,349,24,3,09-07-2024 09:03,,Cancelled
3835,241,11,1,16-03-2024 06:48,18-03-2024 06:48,Delivered
3836,306,8,1,17-10-2024 18:46,,Cancelled
3837,255,5,1,17-02-2024 17:37,,Cancelled
3838,32,76,1,20-05-2024 06:09,27-05-2024 06:09,Delivered
3839,362,16,2,09-05-2024 15:18,11-05-2024 15:18,Delivered
3840,247,28,3,20-09-2024 16:09,,Cancelled
3841,424,53,1,07-02-2024 22:22,10-02-2024 22:22,Delivered
3842,256,48,2,11-04-2024 16:57,15-04-2024 16:57,Delivered
3843,106,19,3,13-10-2024 07:43,,Cancelled
3844,395,60,4,10-05-2024 06:08,15-05-2024 06:08,Delivered
3845,212,50,5,30-10-2024 04:19,01-11-2024 04:19,Delivered
3846,170,75,3,15-04-2024 23:27,21-04-2024 23:27,Delivered
3847,257,47,3,16-01-2024 11:21,,Cancelled
3848,236,66,3,04-05-2024 00:55,10-05-2024 00:55,Delivered
3849,376,67,5,14-06-2024 16:38,18-06-2024 16:38,Delivered
3850,298,41,4,22-07-2024 07:00,28-07-2024 07:00,Delivered
3851,240,1,4,02-03-2024 13:24,07-03-2024 13:24,Delivered
3852,1,33,3,18-09-2024 00:13,,Cancelled
3853,238,62,4,30-09-2024 19:17,,Cancelled
3854,353,48,2,27-08-2024 21:32,,Cancelled
3855,404,63,2,06-04-2024 09:46,,Cancelled
3856,14,32,3,12-01-2024 16:18,,Cancelled
3857,265,66,2,14-06-2024 13:40,20-06-2024 13:40,Delivered
3858,210,28,3,21-05-2024 08:25,25-05-2024 08:25,Delivered
3859,145,13,2,29-08-2024 17:31,,Cancelled
3860,101,1,5,24-09-2024 13:52,28-09-2024 13:52,Delivered
3861,80,5,2,11-01-2024 01:02,,Cancelled
3862,300,27,2,20-03-2024 09:26,,Cancelled
3863,421,57,2,02-02-2024 03:39,07-02-2024 03:39,Delivered
3864,333,40,5,02-07-2024 16:00,08-07-2024 16:00,Delivered
3865,432,7,5,07-06-2024 08:36,13-06-2024 08:36,Delivered
3866,183,12,1,11-08-2024 09:27,15-08-2024 09:27,Delivered
3867,34,2,3,22-01-2024 00:15,26-01-2024 00:15,Delivered
3868,383,10,5,25-01-2024 05:30,,Cancelled
3869,327,39,3,18-02-2024 18:53,25-02-2024 18:53,Delivered
3870,266,19,3,26-07-2024 01:46,28-07-2024 01:46,Delivered
3871,401,74,1,20-03-2024 08:32,26-03-2024 08:32,Delivered
3872,424,72,2,14-08-2024 12:44,20-08-2024 12:44,Delivered
3873,214,48,2,04-06-2024 06:29,08-06-2024 06:29,Delivered
3874,198,8,3,02-09-2024 16:32,08-09-2024 16:32,Delivered
3875,347,10,4,22-07-2024 02:14,,Cancelled
3876,449,17,2,09-08-2024 21:07,13-08-2024 21:07,Delivered
3877,55,10,3,09-10-2024 14:25,15-10-2024 14:25,Delivered
3878,400,55,2,06-05-2024 13:31,,Cancelled
3879,21,11,1,01-04-2024 16:54,04-04-2024 16:54,Delivered
3880,196,35,2,16-02-2024 06:40,22-02-2024 06:40,Delivered
3881,312,19,3,11-05-2024 02:37,16-05-2024 02:37,Delivered
3882,450,1,2,08-01-2024 10:26,12-01-2024 10:26,Delivered
3883,334,12,3,04-01-2024 02:27,09-01-2024 02:27,Delivered
3884,94,74,1,11-05-2024 14:01,16-05-2024 14:01,Delivered
3885,292,2,1,07-02-2024 11:38,10-02-2024 11:38,Delivered
3886,298,15,5,27-10-2024 06:39,31-10-2024 06:39,Delivered
3887,232,54,5,14-01-2024 01:27,17-01-2024 01:27,Delivered
3888,47,51,4,24-01-2024 11:17,30-01-2024 11:17,Delivered
3889,248,13,1,20-08-2024 18:33,25-08-2024 18:33,Delivered
3890,36,2,3,03-03-2024 15:10,05-03-2024 15:10,Delivered
3891,44,31,3,13-06-2024 00:14,15-06-2024 00:14,Delivered
3892,291,16,1,11-08-2024 03:14,18-08-2024 03:14,Delivered
3893,455,56,5,13-02-2024 23:54,17-02-2024 23:54,Delivered
3894,84,51,4,02-05-2024 23:22,06-05-2024 23:22,Delivered
3895,317,15,1,13-01-2024 01:00,19-01-2024 01:00,Delivered
3896,55,17,5,19-08-2024 20:26,24-08-2024 20:26,Delivered
3897,392,75,5,27-06-2024 08:50,29-06-2024 08:50,Delivered
3898,444,13,1,15-05-2024 08:26,22-05-2024 08:26,Delivered
3899,137,12,4,22-09-2024 12:50,28-09-2024 12:50,Delivered
3900,251,56,5,24-10-2024 20:25,29-10-2024 20:25,Delivered
3901,365,6,1,19-08-2024 01:39,,Cancelled
3902,237,69,1,07-08-2024 04:21,12-08-2024 04:21,Delivered
3903,227,32,4,12-05-2024 00:55,18-05-2024 00:55,Delivered
3904,309,68,2,26-04-2024 09:43,30-04-2024 09:43,Delivered
3905,94,52,4,25-01-2024 22:25,29-01-2024 22:25,Delivered
3906,344,38,3,20-01-2024 12:52,26-01-2024 12:52,Delivered
3907,333,56,4,01-04-2024 00:25,07-04-2024 00:25,Delivered
3908,320,57,2,09-04-2024 19:05,16-04-2024 19:05,Delivered
3909,158,43,4,06-09-2024 01:23,13-09-2024 01:23,Delivered
3910,172,43,4,13-03-2024 08:53,,Cancelled
3911,301,15,2,20-07-2024 22:12,24-07-2024 22:12,Delivered
3912,406,8,5,21-01-2024 00:29,26-01-2024 00:29,Delivered
3913,3,5,2,28-07-2024 04:44,30-07-2024 04:44,Delivered
3914,290,3,2,10-10-2024 17:41,17-10-2024 17:41,Delivered
3915,251,63,2,07-06-2024 10:39,09-06-2024 10:39,Delivered
3916,268,31,4,02-01-2024 09:20,04-01-2024 09:20,Delivered
3917,145,9,4,27-02-2024 17:00,04-03-2024 17:00,Delivered
3918,221,47,5,06-10-2024 10:48,08-10-2024 10:48,Delivered
3919,395,30,2,02-02-2024 19:13,06-02-2024 19:13,Delivered
3920,299,50,1,25-01-2024 02:55,31-01-2024 02:55,Delivered
3921,337,44,1,30-08-2024 05:01,06-09-2024 05:01,Delivered
3922,321,9,4,11-05-2024 21:36,17-05-2024 21:36,Delivered
3923,413,38,2,09-01-2024 12:53,13-01-2024 12:53,Delivered
3924,42,6,2,11-06-2024 07:34,,Cancelled
3925,206,45,2,01-05-2024 17:51,,Cancelled
3926,246,15,3,29-07-2024 20:18,04-08-2024 20:18,Delivered
3927,13,31,2,09-01-2024 03:40,,Cancelled
3928,86,4,2,28-04-2024 16:07,04-05-2024 16:07,Delivered
3929,24,18,5,03-08-2024 09:24,,Cancelled
3930,117,6,1,15-05-2024 01:41,17-05-2024 01:41,Delivered
3931,238,57,5,29-03-2024 20:13,,Cancelled
3932,3,70,5,30-09-2024 23:11,06-10-2024 23:11,Delivered
3933,392,78,3,29-10-2024 04:32,05-11-2024 04:32,Delivered
3934,371,62,2,01-03-2024 04:28,08-03-2024 04:28,Delivered
3935,79,30,4,04-02-2024 14:39,,Cancelled
3936,34,42,3,25-05-2024 23:35,28-05-2024 23:35,Delivered
3937,401,16,4,15-05-2024 07:29,20-05-2024 07:29,Delivered
3938,96,70,3,25-01-2024 19:18,29-01-2024 19:18,Delivered
3939,296,35,1,03-07-2024 19:48,06-07-2024 19:48,Delivered
3940,182,29,1,12-01-2024 22:30,16-01-2024 22:30,Delivered
3941,166,74,3,02-06-2024 02:32,07-06-2024 02:32,Delivered
3942,263,74,5,22-04-2024 16:23,24-04-2024 16:23,Delivered
3943,156,37,2,13-09-2024 08:05,18-09-2024 08:05,Delivered
3944,132,55,3,10-04-2024 20:09,14-04-2024 20:09,Delivered
3945,207,24,3,05-01-2024 12:33,07-01-2024 12:33,Delivered
3946,138,80,4,20-10-2024 23:32,27-10-2024 23:32,Delivered
3947,177,19,1,28-03-2024 03:29,31-03-2024 03:29,Delivered
3948,164,79,4,17-02-2024 05:18,21-02-2024 05:18,Delivered
3949,60,8,5,18-09-2024 04:59,23-09-2024 04:59,Delivered
